TABLE,VAR,FORMAT,FORMAT.DESC,VAR.L,VAR.DESC
GENETICS,OTHPI04_F,C,1,Other Positive Indicator 4,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI05_F,C,1,Other Positive Indicator 5,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI06_F,C,1,Other Positive Indicator 6,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI07_F,C,1,Other Positive Indicator 7,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI08_F,C,1,Other Positive Indicator 8,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI09_F,C,1,Other Positive Indicator 9,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI10_F,C,1,Other Positive Indicator 10,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI11_F,C,1,Other Positive Indicator 11,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHPI12_F,C,1,Other Positive Indicator 12,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED01_F,C,1,Other Education Materials 1,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED02_F,C,1,Other Education Materials 2,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED03_F,C,1,Other Education Materials 3,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED04_F,C,1,Other Education Materials 4,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED05_F,C,1,Other Education Materials 5,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED06_F,C,1,Other Education Materials 6,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED07_F,C,1,Other Education Materials 7,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED08_F,C,1,Other Education Materials 8,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED09_F,C,1,Other Education Materials 9,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED10_F,C,1,Other Education Materials 10,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED11_F,C,1,Other Education Materials 11,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHED12_F,C,1,Other Education Materials 12,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI01_F,C,1,Chronic Positive Indicator 1,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI02_F,C,1,Chronic Positive Indicator 2,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI03_F,C,1,Chronic Positive Indicator 3,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI04_F,C,1,Chronic Positive Indicator 4,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI06_F,C,1,Chronic Positive Indicator 6,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI07_F,C,1,Chronic Positive Indicator 7,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI08_F,C,1,Chronic Positive Indicator 8,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRPI09_F,C,1,Chronic Positive Indicator 9,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED01_F,C,1,Chronic Education Materials 1,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED02_F,C,1,Chronic Education Materials 2,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED03_F,C,1,Chronic Education Materials 3,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED04_F,C,1,Chronic Education Materials 4,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED05_F,C,1,Chronic Education Materials 5,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED06_F,C,1,Chronic Education Materials 6,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED07_F,C,1,Chronic Education Materials 7,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED08_F,C,1,Chronic Education Materials 8,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,CHRED09_F,C,1,Chronic Education Materials 9,"Checkmark = Yes
No checkmark or blank = No"
GENETICS,OTHER_T,C,30,Other Chronic Disease,Field to enter comments or notes
GENETICS,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
GENETICS,OPERATOR_I,N,9,Operator ID,User Making Last Update
GENETICS,UPLOAD_F,C,1,Upload Indicator,See Code Table
GENETICS,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
GOALSERV,GOAL_C,C,4,Goal Code,Unique Goal Code
GOALSERV,SERV_TYP_C,C,4,Service Type Code,Suggested Service Codes
GOALSERV,LAST_UPD_D,D,8,Date Last Update,Last Update of This Record
GOALSERV,OPERATOR_I,N,9,Operator ID,User Making Last Update
GRPXREF,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
GRPXREF,PART_PRM_I,C,14,Participant ID - Primary,Cornerstone Participant Identifier for the Group Head
GRPXREF,PART_SEC_I,C,14,Participant ID - Secondary,Participant ID for each member of the Family Group
GRPXREF,EFF_FROM_D,D,8,Effective From Date,When they became a group member
GRPXREF,EFF_THRU_D,D,8,Effective Thru Date,When they left the group
GRPXREF,RELATE_C,C,4,Relationship Code of Primary to Secondary,See Code Table
GRPXREF,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
GRPXREF,OPERATOR_I,N,9,Operator ID,User Making Last Update
GRPXREF,UPLOAD_F,C,1,Upload Indicator,See Code Table
GRPXREF,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
HLTHVSIT,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
HLTHVSIT,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
HLTHVSIT,VISIT_D,D,8,Visit Date,Date Health Visit record was added
HLTHVSIT,SERV_TYP_C,C,4,Service Type Code,See Code Table - From Assessment Type
HLTHVSIT,HGT_FEET_N,N,1,Height - Feet,Participant's height in feet
HLTHVSIT,HGT_INCH_N,N,2,Height - Inches,Participant's height in inches
HLTHVSIT,HGT_QICH_N,N,1,Height - Quarter - Inches,Participant's height in quarter inches
HLTHVSIT,WGT_PNDS_N,N,3,Weight - Pounds,Participant's weight in pounds
HLTHVSIT,WGT_OZS_N,N,2,Weight - Ounces,Participant's weight in ounces
HLTHVSIT,BP_DIA_N,N,3,Blood Pressure - Diastolic,Diastolic Blood Pressure measurement
HLTHVSIT,BP_SYS_N,N,3,Blood Pressure - Systolic,Systolic Blood Pressure measurement
HLTHVSIT,DIAG1_C,C,5,Diagnosis Code 1,See Code Table
HLTHVSIT,DIAG2_C,C,5,Diagnosis Code 2,Same as Above
HLTHVSIT,DIAG3_C,C,5,Diagnosis Code 3,Same as Above
HLTHVSIT,ANTHRO_D,D,8,Anthropometric Date,Date of Measurement
HLTHVSIT,HEMATCRT_N,N,4.1,Hematocrit,Hematocrit measurement
HLTHVSIT,HEMOGLBN_N,N,4.1,Hemoglobin,Hemoglobin measurement
HLTHVSIT,HEM_D,D,8,Hemoglobin/Hematocrit Date,Date of Hemoglobin/Hematocrit measurement
HLTHVSIT,WKS_GEST_N,N,2,Weeks Gestation,Number of Weeks Gestation
HLTHVSIT,URN_PROT_C,C,4,Urine Protein,"""NEG"" or ""POS"""
HLTHVSIT,EDEMA_F,C,1,Edema Indicator,"""Y"" = Yes, ""N"" or Blank = No"
HLTHVSIT,FETLMVMT_C,C,4,Fetal Movement,"""YES"" or ""NO"""
HLTHVSIT,FUND_HGT_N,N,3,Fundal Height,"Enter the measurement, if known"
HLTHVSIT,FHR_C,C,4,Fetal Heart Rate Method Code,See Code Table
HLTHVSIT,FHR_RSLT_N,N,3,Fetal Heart Rate Result,Enter the numeric result
HLTHVSIT,CUR_SMK_F,C,1,Current Smoking Indicator,"""Y"" = Yes, ""N"" or Blank = No"
HLTHVSIT,CHG_SMK_C,C,4,Change In Smoking Code,See Code Table
HLTHVSIT,CIGS_DAY_N,N,2,Number Of Cigarettes Per Day,Total number of cigarettes smoked per day by participant
HLTHVSIT,OTH_SMK_F,C,1,Others In Household Smoking,"""Y"" = Yes, ""N"" or Blank = No"
HLTHVSIT,INTERV_F,C,1,Intervention Indicator,"""Y"" = Yes, ""N"" or Blank = No"
HLTHVSIT,CUR_DRNK_F,C,1,Currently Drinking Indicator,"""Y"" = Yes, ""N"" or Blank = No"
HLTHVSIT,DAYS_WK_N,N,1,Number Of Days A Week Drinking,Total number of days per week participant drinks alcohol
HLTHVSIT,DR_DY_WK_N,N,2,Number Of Drinks Per Day,Total number of drinks per day that participant has.
HLTHVSIT,VIT_MIN_C,C,4,Vitamin/Mineral Code,See Code Table
HLTHVSIT,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
HLTHVSIT,OPERATOR_I,N,9,Operator ID,User Making Last Update
HLTHVSIT,UPLOAD_F,C,1,Upload Indicator,See Code Table
HLTHVSIT,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
HOSPITAL,HOSP_CODE,C,4,Hospital Code,See Code Table
HOSPITAL,HOSPITAL,C,50,Hospital Name,Name of Hospital
HOSPITAL,CITY,C,15,Hospital City,Hospital City. See Code Table
HOSPITAL,STATE,C,2,Hospital State,Hospital State. See Code Table
HOSPITAL,COUNTY_C,C,4,Hospital County,Hospital County. See Code Table.
HOSPITAL,BRTH_TYP_C,C,4,Birth Type Code,See Code Table
HOSPITAL,CDE_STAT_C,C,1,Code Status,"""A"" = Active, ""I"" = Inactive"
HOSPITAL,OPERATOR_I,N,9,Operator ID,User Making Last Update
HOSPITAL,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
HSEHLD,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier for other Household Members
HSEHLD,MBR_END_D,D,8,Member End Date,End Date when member stopped living in the household
HSEHLD,MBR_NME_T,C,25,Member Name,Records First Name and Last Name of other members living in the household who are not enrolled in Cornerstone
HSEHLD,MBR_ID_1,C,14,Member Participant ID,Used if they are also a Cornerstone participant
HSEHLD,RELATE_C,C,4,Member Relationship,See Code Table
HSEHLD,MBR_BEGN_D,D,8,Member Begin Date,Begin Date that member began living in the household
HSEHLD,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
HSEHLD,OPERATOR_I,N,9,Operator ID,User Making Last Update
IMMCOMBO,IMMGRP1,C,4,Immunization Group 1,Used for tracking immunizations that are combo immunizations
IMMCOMBO,IMMGRP2,C,4,Immunization Group 2,Used for tracking immunizations that are combo immunizations
IMMCOMBO,IMMGRP3,C,4,Immunization Group 3,Used for tracking immunizations that are combo immunizations
IMMCOMBO,IMMGRP4,C,4,Immunization Group 4,Used for tracking immunizations that are combo immunizations
IMMCOMBO,IMMGRP5,C,4,Immunization Group 5,Used for tracking immunizations that are combo immunizations
IMMCOMBO,IMMGRP6,C,4,Immunization Group 6,Used for tracking immunizations that are combo immunizations
IMMCOMBO,IMMGRP7,C,4,Immunization Group 7,Used for tracking immunizations that are combo immunizations
IMMGRPS,IMMTYP1,C,4,Immunization Type 1,Used for forecasting immunizations
IMMGRPS,IMMTYP2,C,4,Immunization Type 2,Used for forecasting immunizations
IMMGRPS,IMMTYP3,C,4,Immunization Type 3,Used for forecasting immunizations
IMMGRPS,IMMTYP4,C,4,Immunization Type 4,Used for forecasting immunizations
IMMGRPS,IMMTYP5,C,4,Immunization Type 5,Used for forecasting immunizations
IMMGRPS,IMMTYP6,C,4,Immunization Type 6,Used for forecasting immunizations
IMMGRPS,IMMTYP7,C,4,Immunization Type 7,Used for forecasting immunizations
IMMGPRS,IMMTYP8,C,4,Immunization Type 8,Used for forecasting immunizations
IMMGRPS,IMMTYP9,C,4,Immunization Type 9,Used for forecasting immunizations
IMMNINV,,,,See Supplemental Information for Immunization Biologic Inventory Table,
IMMNINV,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
IMMNINV,LOT_NBR_T,C,10,Lot Number,Unique manufacturer's number listed on a vial of vaccine referring to a particular batch of the product.
IMMNINV,IMMN_TYP_C,C,4,Immunization Type,Type of Immunization. See Code Table
IMMNINV,REFR_MFG_T,C,50,Reference/Manufacturer,Manufacturer of the immunization
IMMNINV,IMMN_RCV_D,D,8,Date Received,Date immunization was received at the clinic.
IMMNINV,IMMN_EXP_D,D,8,Expiration Date,Date the immunization expires.
IMMNINV,EXPR_DSE_N,N,6,Doses Expired,The total number of expired doses of the immunization
IMMNINV,RECV_DSE_N,N,6,Doses Received,The total number of doses of the immunization received at the clinic.
IMMNINV,RECV_FRM_T,C,10,Received From,From who/where the doses were received
IMMNINV,TRNF_DSE_N,N,6,Doses Transferred,The total number of doses transferred to another site.
IMMNINV,TRNF_PRV_I,C,9,Transfer Doses to Provider,Provider ID
IMMNINV,USED_DSE_N,N,6,Doses Used,The total number of doses used at the site
IMMNINV,WSTE_DSE_N,N,6,Doses Wasted,The total number of doses wasted at the site
IMMNINV,ADJSTMNT_N,N,6,Adjustments,Adjustments can be made to the numbers if the physical count of immunizations at the site does not match what has been entered into Cornerstone due to data entry errors or miscounting of doses.
IMMNINV,PRI_PUR_F,C,1,Private Purchase Indicator,"""Y"" = Yes, ""N"" or Blank = No"
IMMNINV,COST_DOS_A,N,5.2,Cost per Dose,The cost of each dose of the immunization.
IMMNINV,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
IMMNINV,OPERATOR_I,N,9,Operator ID,User Making Last Update
IMMNINV,UPLOAD_F,C,1,Upload Indicator,See Code Table
IMMNINV,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
IMMNLOG,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
IMMNLOG,IMMN_TYP_C,C,4,Immunization Type Code,The Type of Immunization. See Code Table.
IMMNLOG,LOT_NBR_T,C,10,Lot Number,Lot Number of the immunization
IMMNLOG,LOG_TYP_T,C,4,Transaction Log Type,
IMMNLOG,DSE_CNT_N,N,6,Amount of Doses,Numeric Amount. The number of doses available in the lot.
IMMNLOG,IMMN_RCV_D,D,8,Date Immunization Received,Date that the Immunization was received at the clinic.
IMMNLOG,COMMENTS_M,M,10,Comments,Used to record additional notes
IMMNLOG,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
IMMNLOG,OPERATOR_I,N,9,Operator ID,User Making Last Update
IMMNLOG,UPLOAD_F,C,1,Upload Indicator,See Code Table
IMMNLOG,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
IMMNRULE,IMMN_TYP_C,C,4,Immunization Type,The unique number assigned to the immunization. See Code Table for Immunization Type Code descriptions.
IMMNRULE,PRV_SHTS_N,N,2,Number of Previous Shots,
IMMNRULE,C_AGE_FR_N,N,3,Current Age From,
IMMNRULE,C_AGE_TH_N,N,3,Current Age Through,
IMMNRULE,L_AGE_FR_N,N,3,Last Shot Age From,
IMMNRULE,L_AGE_TH_N,N,3,Last Shot Age Through,
IMMNRULE,F_AGE_FR_N,N,3,First Shot Age From,
IMMNRULE,F_AGE_TH_N,N,3,First Shot Age Through,
IMMNRULE,DTE_USE_C,C,4,Date to Use,
IMMNRULE,ADD_DAYS_N,N,4,Forecasts Add Days,
IMMNRULE,MIN_AGE_N,N,3,Minimum Age,
IMMNRULE,MIN_DAYS_N,N,3,Minimum Days Between Immunizations,
IMMNRULE,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
IMMNRULE,OPERATOR_I,N,9,Operator ID,User Making Last Update
IMMNSNGL,IMMNTYP1,C,4,Immunization Type 1,
IMMNSNGL,IMMNTYP2,C,4,Immunization Type 2,
IMMNSNGL,IMMNTYP3,C,4,Immunization Type 3,
IMMNSNGL,IMMNTYP4,C,4,Immunization Type 4,
IMMNSNGL,IMMNTYP5,C,4,Immunization Type 5,
IMMUNE,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
IMMUNE,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
IMMUNE,IMMN_TYP_C,C,4,Immunization Type,Vaccination Shot Type - See Code Table
IMMUNE,IMMN_D,D,8,Immunization Date,
IMMUNE,IMMN_EST_F,C,1,Immunization Estimated Date Indicator,"""Y"" = Yes, ""N"" or Blank = No"
IMMUNE,OFF_SCHD_F,C,1,Off Schedule Flag Indicator,"""Y"" = Yes, ""N"" or Blank = No"
IMMUNE,PROV_ID_I,N,9,Provider ID,Links to Provider Table
IMMUNE,PROV_NME_T,M,10,Provider Name,Provider name. Links to Provider table
IMMUNE,LOCATION_N,N,2,Location Number,Location where immunization was given.
IMMUNE,EXEMPT_C,C,4,Exemption Reason Code,See Code Table
IMMUNE,LOT_NBR_T,C,10,Lot Number,Links to Biologic Inventory Table
IMMUNE,REACTION_C,C,4,TB Result Reaction Code,See Code Table
IMMUNE,SERV_PLC_C,C,4,Place of Service,See Code Table
IMMUNE,COMMENTS_M,M,10,Comments,Used to record additional notes
IMMUNE,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
IMMUNE,OPERATOR_I,N,9,Operator ID,User Making Last Update
IMMUNE,UPLOAD_F,C,1,Upload Indicator,See Code Table
IMMUNE,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
JTSCRSEC,JOB_FUNC_C,C,4,Job Function Code,See Code Table for Job Function Code descriptions
JTSCRSEC,SCRN_ID_C,C,4,Screen ID Code,Cornerstone Screen ID
JTSCRSEC,SECR_ADD_F,C,1,Security Add Indicator,"""Y"" = Yes, ""N"" or blank = No"
JTSCRSEC,SECR_UPD_F,C,1,Security Upload Indicator,"""Y"" = Yes, ""N"" or blank = No"
JTSCRSEC,SECR_INQ_F,C,1,Security Inquiry Indicator,"""Y"" = Yes, ""N"" or blank = No"
JTSCRSEC,SECR_DEL_F,C,1,Security Delete Indicator,"""Y"" = Yes, ""N"" or blank = No"
JTSCRSEC,SECR_SUP_F,C,1,Security Supervisory Indicator,"""Y"" = Yes, ""N"" or blank = No"
JTSCRSEC,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
JTSCRSEC,OPERATOR_I,N,9,Operator ID,User Making Last Update
LAPTOP,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
LAPTOP,DN_UP_FL_C,C,1,Download - Upload Flag,"""U"" = Uploaded
""D"" = Downloaded"
LAPTOP,DNLOAD_D,D,8,Download Date,Date of last Download
LAPTOP,DNLOADTM_H,C,8,Download Time,Time of last Download
LAPTOP,D_OPERAT_I,N,9,Download Operator ID,Operator ID of user that is downloaded
LAPTOP,LOC1_N,N,2,Location 1 Number,Numeric answer
LAPTOP,LOC2_N,N,2,Location 2 Number,Numeric answer
LAPTOP,LOC3_N,N,2,Location 3 Number,Numeric answer
LAPTOP,PRG1_C,C,4,Program 1,Program ID 1
LAPTOP,PRG2_C,C,4,Program 2,Program ID 2
LAPTOP,PRG3_C,C,4,Program 3,Program ID 3
LAPTOP,CASEMGR_N,N,9,Case Manager Number,Operator ID of Case Manager
LAPTOP,REG_DATA_F,C,1,Download Registration Data,"""Y"" = Yes, ""N"" or blank = No"
LAPTOP,IMM_DATA_F,C,1,Download Immunization Data,"""Y"" = Yes, ""N"" or blank = No"
LAPTOP,INDXDATA_F,C,1,Download New State-Wide Master,"""Y"" = Yes, ""N"" or blank = No"
LAPTOP,UPLOAD_D,D,8,Upload Date,Date of last Upload
LAPTOP,UPLOADTM_H,C,8,Upload Time,Time of last Upload
LAPTOP,U_OPERAT_I,N,9,Upload Operator ID,Operator ID of user that is uploaded
LAPTOP,UP_EXCP_F,C,1,Upload Exception Flag,"""Y"" = Yes, ""N"" or blank = No"
LAPTOP,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
LAPTOP,OPERATOR_I,N,9,Operator ID,User Making Last Update
LAPTOP,UPLOAD_F,C,1,Upload Indicator,See Code Table
LAPTOP,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
LEADAGNY,AGENCY_I,C,6,Agency ID,Unique ID assigned to the Agency by Cornerstone
LEADAGNY,LEDAGNY_I,C,6,Lead Agency ID,"For the Genetics program, if the Agency is a Lead Agency"
LEADAGNY,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
LEADAGNY,OPERATOR_I,N,9,Operator ID,User Making Last Update
LEADSCRN,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
LEADSCRN,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
LEADSCRN,LEADSCRN_D,D,8,Lead Screening Date,Date of the Lead Screening
LEADSCRN,LEADMETH_C,C,4,Lead Screening Method,Lead Screening Method used. See Code Table
LEADSCRN,OPERAND_C,C,2,Operand,"""&gt;"" greater than
""&lt;"" less than
""="" equal to"
LEADSCRN,LEADRSLT_N,N,3,Lead Screening Result,Result of Lead Screening
LEADSCRN,SYS_GEN_F,C,1,System Generated Flag,"""Y"" = Yes, ""N"" or Blank = No"
LEADSCRN,UPLOAD_F,C,1,Upload Indicator,See Code Table
LEADSCRN,OPERATOR_I,N,9,Operator ID,User Making Last Update
LEADSCRN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
LEADSCRN,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
LOCATION,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
LOCATION,LOCATION_N,N,2,Location Number,Unique number assigned by Cornerstone to identify the location
LOCATION,LOCATION_T,C,30,Location Name,Name of the Location
LOCATION,DNLOAD_F,C,1,Download Indicator,"""Y"" = Yes, ""N"" or blank = No"
LOCATION,DNLOAD_D,D,8,Download Date,Date of Download
LOCATION,DNLOAD_H,C,8,Download Time,Time of Download
LOCATION,DN_EMPL_I,N,9,Download by Employee ID,Cornerstone Employee ID of the user downloaded
LOCATION,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
LOCATION,OPERATOR_I,N,9,Operator ID,User Making Last Update
MANGPSUP,MANG_P_C,C,2,Mang P Code,Unique Number used to identify the Mang-P description
MANGPSUP,COVR_TYP_C,C,1,Coverage Type Code,See Code Table for Coverage Type Code descriptions
MANGPSUP,MANG_ST_C,C,1,Mang P Status Code,"""A"" = Active, ""I"" = Inactive"
MANGPSUP,BRF_DESC_T,C,30,Brief Description Code,Description of the Mang-P Code
MANGPSUP,COVR_DTL_C,C,4,Coverage Detail Code,See Code Table for Coverage Detail Code descriptions
MANGPSUP,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
MANGPSUP,OPERATOR_I,N,9,Operator ID,User Making Last Update
MASTNDX1,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
MASTNDX1,NAME_TYP_C,C,4,Name Type Code,See Code Table
MASTNDX1,LAST_SDX_C,C,4,Last Name Soundex Code,Soundex Codes are used to create the Cornerstone Participant ID
MASTNDX1,FRST_SDX_C,C,4,First Name Soundex Code,Soundex Codes are used to create the Cornerstone Participant ID
MASTNDX1,MI_T,C,1,Middle Initial,"Middle Initial. If entered, it will be used in creating the Cornerstone Participant ID."
MASTNDX1,SEX_C,C,4,Sex Code,See Code Table
MASTNDX1,BIRTH_D,D,8,Birth Date,Participant's Date of Birth. Used to create the Cornerstone Participant ID
MASTNDX1,LAST_NME_T,C,15,Last Name,Participant's Last Name
MASTNDX1,FRST_NME_T,C,13,First Name,Participant's First Name
MASTNDX1,LAST_UPD_D,D/T,8,Date Last Update,Last Site Update of This Record
MASTNDX2,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
MASTNDX2,ADDR_LN1_T,C,20,Address Line 1,Participant's Address
MASTNDX2,ADDR_CTY_T,C,20,City,Address City. See Code Table
MASTNDX2,ADDR_ST_C,C,4,State,Address State. See Code Table
MASTNDX2,ADDR_ZIP_N,N,5,Zip Code,Address Zip Code.
MASTNDX2,ALERT_F,C,1,Alert Indicator,
MASTNDX2,LAST_UPD_D,D/T,8,Date Last Update,Last Site Update of This Record
MASTNDX3,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
MASTNDX3,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
MASTNDX3,PGM_ID_C,C,4,Program ID Code,See Code Table
MASTNDX3,PGM_STAT_C,C,4,Program Status Code,See Code Table
MASTNDX3,LAST_UPD_D,D/T,8,Date Last Update,Last Site Update of This Record
MASTRIN,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
MASTRIN,COVR_TYP_C,C,4,Coverage Type Code,See Code Table
MASTRIN,MANG_P_C,C,2,Mang P Code,Links to Mangpsup table
MASTRIN,PCCM_NBR_T,C,12,PCCM Number,Primary Care Case Manager ID number
MASTRIN,GRP_NBR_T,C,16,Group Number,Participant's All Kids Group Number
MASTRIN,RIN,C,9,Recipient ID Number,Participant's RIN Number
MASTRIN,RIN_STAT_C,C,4,RIN Status Code,See Code Table for RIN Status Code descriptions
MASTRIN,RIN_STAT_D,D,8,RIN Status Date,Date of most recent RIN Status
MASTRIN,MED_APRV_D,D,8,Effective Date,Date that All Kids Coverage begins
MASTRIN,RGST_TYP_N,N,5,Registration Type,Filled in by Cornerstone
MASTRIN,CATG_C,C,2,Category Code,See Code Table
MASTRIN,CNTY_N,C,4,County,See Code Table for County Code descriptions
MASTRIN,OFC_N,N,4,Office,Filled in by Cornerstone
MASTRIN,GRP_T,C,2,Group,Filled in by Cornerstone
MASTRIN,BASE_T,C,9,Base,Filled in by Cornerstone
MASTRIN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
MASTRIN,MODULE_T,C,4,Module,Filled in by Cornerstone
MEDICATN,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
MEDICATN,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
MEDICATN,MED_C,C,4,Medication Code,Links to Medrules table
MEDICATN,START_D,D,8,Medication Start Date,Date participant began medication
MEDICATN,END_D,D,8,Medication End Date,Date participant ended medication
MEDICATN,UNIT_T,C,10,Units of Medication,The number of units of medication to take
MEDICATN,DOSE_T,C,3,Dosage of Medication,The number of times to take the medication
MEDICATN,FREQ_T,C,10,Frequency of Usage,When to take the medication
MEDICATN,TIME_T,C,10,Medication Time,"""AM"" = Morning
""PM"" = Evening"
MEDICATN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
MEDICATN,OPERATOR_I,N,9,Operator ID,User Making Last Update
MEDICATN,UPLOAD_F,C,1,Upload Indicator,See Code Table
MEDICATN,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
MEDINSUR,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
MEDINSUR,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
MEDINSUR,COVR_TYP_C,C,4,Type of Coverage,This table can contain multiple types of Medicaid or other Insurance Coverage - See Code Table
MEDINSUR,MED_SEQ_N,N,2,Medicaid/Insurance Sequence,Sequential Record Occurrence used to distinguish between historical records for the same Type of Coverage - Normally select the record with the highest sequence number within Type of Coverage
MEDINSUR,GRP_NBR_T,C,16,Medicaid/Group Number,For Medicaid the is the Family Case Number
MEDINSUR,INDV_NBR_T,C,9,Medicaid/individual Number,For Medicaid the is the Recipient ID Number from Public Aid
MEDINSUR,MED_STAT_C,C,4,Medicaid Status,See Code Table
MEDINSUR,COV_EXPR_D,D,8,Expiration/Termination Date,Date Insurance Coverage Expires
MEDINSUR,MED_APPL_D,D,8,Application Date,Date Insurance Applied
MEDINSUR,MED_APRV_D,D,8,Effective Date,Date Insurance Begins
MEDINSUR,SYS_GEN_F,C,1,System Generated Indicator,"""Y"" = Yes, ""N"" or Blank = No"
MEDINSUR,MANG_P_C,C,4,Mang P Code,See Code Table
MEDINSUR,PCCM_NBR_T,C,12,PCCM Number,Primary Care Case Manage Number
MEDINSUR,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
MEDINSUR,OPERATOR_I,N,9,Operator ID,User Making Last Update
MEDINSUR,UPLOAD_F,C,1,Upload Indicator,See Code Table
